video_id,views,likes,duration,category,has_questions,has_exclamations,has_numbers,has_emoji,title_caps_ratio,emoji_count,title_word_count,title_char_count,clickbait_count,clickbait_ratio,has_clickbait,des_caps_ratio,des_word_count,des_char_count,des_avg_word_len,channel_word_count,channel_char_count,channel_freq,tags_count,days_since_upload,upload_month,upload_day,upload_hour,is_weekend,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,category_label
bYpGVU1WRRo,565597,7600,3205,2,0,0,0,0,0.058823494809708936,0,10,69,0,0.0,0,0.03448274673008733,19,162,6.999996315791413,2,14,2,24,20,10,2,0,0,0,0,0,1,0,0,0,Entertainment
FlX4mdtJd40,1699397,45000,425,2,0,0,1,0,0.16666652777789354,8,8,54,0,0.0,0,0.0,5,45,8.1999836000328,2,17,5,12,577,3,24,0,1,0,0,0,0,0,0,1,Entertainment
aVYFDnyMq44,1840601,46000,1328,2,0,0,0,0,0.0,0,11,77,0,0.0,0,0.0,42,286,5.380951099773547,3,23,5,24,10,10,12,0,1,0,0,0,0,0,0,1,Entertainment
r04VK7Z9Rns,3169316,18000,1233,2,0,0,0,0,0.0,0,9,63,0,0.0,0,0.0,40,252,5.274998681250329,2,14,1,19,204,4,1,0,0,0,1,0,0,0,0,0,Entertainment
5wx5I90vgQU,2642606,50000,1399,2,0,0,0,0,0.0,0,12,81,0,0.0,0,0.0,52,337,5.076922100591903,3,23,5,23,21,10,1,0,0,0,0,1,0,0,0,0,Entertainment
wLjwomkBwH8,588640,34000,96,2,0,1,0,0,0.15384603550304962,0,11,71,1,0.09090900826453795,1,0.0,19,146,6.736838559558653,2,17,3,12,8,10,14,0,0,0,1,0,0,0,0,0,Entertainment
1B2chg2Txfc,510925,30000,31,2,0,1,1,0,0.0,0,13,80,0,0.0,0,0.0,22,144,5.590906549587932,2,17,3,12,20,10,2,0,0,0,0,0,1,0,0,0,Entertainment
Lbin1luRwEo,2233297,16000,212,2,0,0,0,0,0.0,0,10,84,0,0.0,0,0.0,10,70,5.999994000006001,2,17,2,19,1184,7,26,0,0,0,1,0,0,0,0,0,Entertainment
B4QSkMwIhzw,304889,3900,15,2,0,0,1,0,0.07692301775152481,0,9,65,0,0.0,0,0.0,32,171,4.374998632812927,2,17,2,13,57,8,26,0,0,0,1,0,0,0,0,0,Entertainment
_Ur1EIh1QTE,209649,697,114,2,0,0,1,0,0.0,0,12,72,1,0.08333326388894677,1,0.0,30,177,4.933331688889437,2,21,5,4,6,10,16,0,0,0,0,0,1,0,0,0,Entertainment
bYpGVU1WRRo,565597,7600,3205,2,0,0,0,0,0.058823494809708936,0,10,69,0,0.0,0,0.03448274673008733,19,162,6.999996315791413,2,14,2,24,20,10,2,0,0,0,0,0,1,0,0,0,Entertainment
aVYFDnyMq44,1840601,46000,1328,2,0,0,0,0,0.0,0,11,77,0,0.0,0,0.0,42,286,5.380951099773547,3,23,5,24,10,10,12,0,1,0,0,0,0,0,0,1,Entertainment
3Qs27yv0OZY,583113,1000,114,2,0,0,0,0,0.0,0,13,90,0,0.0,0,0.017543856571253232,57,323,4.684209704524613,2,21,5,3,6,10,16,0,0,0,0,0,1,0,0,0,Entertainment
vb7LrUppFu0,371629,19000,858,2,0,0,0,1,0.9999987500015626,1,8,37,1,0.12499984375019532,1,0.0,11,102,8.181810743808414,3,28,1,13,18,10,4,0,0,0,0,0,0,0,1,0,Entertainment
Tp8DI10Y8qE,2035601,6400,517,2,0,0,1,1,0.0,2,17,99,2,0.11764698961941787,1,0.0,20,124,5.249997375001312,3,9,2,23,17,10,5,0,1,0,0,0,0,0,0,1,Entertainment
